,sum_duration_hrs,fips_code,counts_of_outage,average_sums,number_of_data_centers,2013 Rural-urban Continuum Code,2013 Urban Influence Code,2023 Rural-urban Continuum Code,2024 Urban Influence Code,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2008-12","Bachelor's degree or higher, 2019-23","Four years of college or higher, 1970","Four years of college or higher, 1980","High school diploma only, 1970","High school diploma only, 1980","High school graduate (or equivalency), 1990","High school graduate (or equivalency), 2000","High school graduate (or equivalency), 2008-12","High school graduate (or equivalency), 2019-23","Less than a high school diploma, 1970","Less than a high school diploma, 1980","Less than high school graduate, 1990","Less than high school graduate, 2000","Less than high school graduate, 2008-12","Less than high school graduate, 2019-23","Percent of adults completing four years of college or higher, 1970","Percent of adults completing four years of college or higher, 1980","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing some college or associate degree, 1990","Percent of adults completing some college or associate degree, 2000","Percent of adults completing some college or associate degree, 2008-12","Percent of adults completing some college or associate degree, 2019-23","Percent of adults who are high school graduates (or equivalent), 1990","Percent of adults who are high school graduates (or equivalent), 2000","Percent of adults who are high school graduates (or equivalent), 2008-12","Percent of adults who are high school graduates (or equivalent), 2019-23","Percent of adults who are not high school graduates, 1990","Percent of adults who are not high school graduates, 2000","Percent of adults who are not high school graduates, 2008-12","Percent of adults who are not high school graduates, 2019-23","Percent of adults with a bachelor's degree or higher, 1990","Percent of adults with a bachelor's degree or higher, 2000","Percent of adults with a bachelor's degree or higher, 2008-12","Percent of adults with a bachelor's degree or higher, 2019-23","Percent of adults with a high school diploma only, 1970","Percent of adults with a high school diploma only, 1980","Percent of adults with less than a high school diploma, 1970","Percent of adults with less than a high school diploma, 1980","Some college (1-3 years), 1970","Some college (1-3 years), 1980","Some college or associate degree, 1990","Some college or associate degree, 2000","Some college or associate degree, 2008-12","Some college or associate degree, 2019-23",CI90LB017P_2023,CI90LB017_2023,CI90LB04P_2023,CI90LB04_2023,CI90LB517P_2023,CI90LB517_2023,CI90LBALLP_2023,CI90LBALL_2023,CI90LBINC_2023,CI90UB017P_2023,CI90UB017_2023,CI90UB04P_2023,CI90UB04_2023,CI90UB517P_2023,CI90UB517_2023,CI90UBALLP_2023,CI90UBALL_2023,CI90UBINC_2023,MEDHHINC_2023,PCTPOV017_2023,PCTPOV04_2023,PCTPOV517_2023,PCTPOVALL_2023,POV017_2023,POV04_2023,POV517_2023,POVALL_2023,Rural_Urban_Continuum_Code_2023_x,Civilian_labor_force_2023,Employed_2023,Metro_2023,Rural_Urban_Continuum_Code_2023_y,Unemployed_2023,Unemployment_rate_2023,BIRTHS_2023,DEATHS_2023,DOMESTIC_MIG_2023,GQ_ESTIMATES_2023,INTERNATIONAL_MIG_2023,NATURAL_CHG_2023,NET_MIG_2023,N_POP_CHG_2023,POP_ESTIMATE_2023,RESIDUAL_2023,R_BIRTH_2023,R_DEATH_2023,R_DOMESTIC_MIG_2023,R_INTERNATIONAL_MIG_2023,R_NATURAL_CHG_2023,R_NET_MIG_2023,Rural_Urban_Continuum_Code_2023,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,avg_durations_hrs,sum_duration_hrs,sums_sum,avg_power_usage,avg_carbon_emission
"Percent of adults completing four years of college or higher, 1980",0.287792493,-0.077555401,0.314173049,-0.011860446,0.196308413,-0.345945763,-0.315717506,-0.338383842,-0.27098542,0.323889118,0.344773882,0.335468253,0.326448615,0.278068873,0.309353603,0.13623719,0.143617332,0.134473189,0.126359386,0.118600012,0.108271815,0.062048262,0.059621427,0.058747607,0.066882832,0.074395401,0.08235715,0.948784908,1,0.631692413,0.575445939,0.372985045,0.096185766,-0.213549551,-0.469867507,-0.669909246,-0.768519617,-0.784896748,-0.807417916,-0.694583419,-0.584273161,-0.485545142,-0.400990251,0.972515972,0.931054538,0.883099953,0.848509747,0.138356622,-0.285003532,-0.685192915,-0.705518569,0.181314068,0.197756494,0.197156713,0.193111253,0.180289569,0.167634712,-0.352261593,0.062988829,,,-0.338323541,0.058693476,-0.185599912,0.113393929,0.541825177,-0.451801328,0.081752131,,,-0.437024775,0.079403631,-0.303067964,0.123466314,0.506929149,0.526446553,-0.416716502,,-0.403400421,-0.25300982,0.073128386,,0.06995781,0.118679641,-0.338383842,0.237020796,0.240471241,0.307302738,-0.338383842,0.154363354,-0.275523595,0.201452803,0.15218997,-0.132470315,0.260654937,0.216864568,0.25349316,-0.027263316,0.08511446,0.211326248,0.027477968,-0.036235717,-0.633326298,-0.349679772,0.462877942,0.44798325,-0.25959942,-0.338383842,-0.006469846,0.148304502,0.143525715,-0.041586569,0.024991679,0.287792493,0.13430487,-0.014340673,-0.0352981
"Percent of adults completing four years of college or higher, 1970",0.266236649,-0.077389797,0.2660997,-0.004054051,0.152955128,-0.276402624,-0.258836963,-0.270567837,-0.192825731,0.309245139,0.322565534,0.308488847,0.296026537,0.275994172,0.299699894,0.136222312,0.145684328,0.136824977,0.129349278,0.121611103,0.111586483,0.056573805,0.058853755,0.061955077,0.071205459,0.08006095,0.087048695,1,0.948784908,0.653716929,0.550104832,0.344073461,0.084037312,-0.183912782,-0.401092108,-0.619295361,-0.695451152,-0.697713163,-0.716365741,-0.632184691,-0.507513731,-0.408443565,-0.339655788,0.889223252,0.82754545,0.769301435,0.739014254,0.157056697,-0.265082459,-0.724802543,-0.674229539,0.180702927,0.197019607,0.19682835,0.191244482,0.178072128,0.165367223,-0.280771365,0.067954621,,,-0.26799037,0.063857968,-0.092391757,0.115504308,0.425682236,-0.367207754,0.085945969,,,-0.355230997,0.083654799,-0.197893188,0.125244878,0.388456825,0.408609832,-0.336325173,,-0.324933657,-0.152137231,0.077682012,,0.07463188,0.120617095,-0.270567837,0.220554201,0.223581916,0.265098878,-0.270567837,0.147638347,-0.205620513,0.190043065,0.156339915,-0.137892063,0.264321923,0.196976008,0.215305258,-0.048635202,0.046821053,0.200237843,0.061419726,-0.029127275,-0.550719078,-0.352034575,0.43221843,0.392158601,-0.270244209,-0.270567837,-0.009242619,0.144958168,0.135596086,-0.043392101,0.030339839,0.266236649,0.123421369,-0.03054977,-0.018911041
Rank,0.081713377,-0.093132597,-0.161965484,0.044738405,0.055814506,0.016445221,-0.014570323,-0.009335098,0.016604632,0.176189639,0.174025678,0.173411075,0.165749522,0.168972391,0.173898443,0.16262597,0.156399535,0.142322606,0.129721278,0.121980002,0.117066311,0.109883608,0.10431646,0.120324474,0.131766748,0.137752331,0.144014114,0.135596086,0.143525715,0.454210693,0.444820966,0.397044369,0.352132721,0.262009218,0.146083712,-0.082277405,-0.192652303,-0.237507048,-0.244973036,-0.298217057,-0.19137135,-0.12455349,-0.019011936,0.114303979,0.103390092,0.107614914,0.09945483,0.411095497,0.2252177,-0.428659008,-0.400006662,0.176591464,0.188048921,0.186079326,0.177029657,0.165703192,0.151071787,-0.190989719,0.078612366,,,-0.187564431,0.081482155,-0.148858414,0.109180392,0.269818915,-0.252463344,0.078652028,,,-0.254689017,0.08116566,-0.196807723,0.110678281,0.258964837,0.26539779,-0.230234492,,-0.230722444,-0.17705935,0.078687713,,0.081379158,0.10998704,-0.009335098,0.145016516,0.143743176,0.021698287,-0.009335098,0.16835331,0.184765596,0.127377117,0.126766389,-0.237619633,0.169842425,0.119587137,0.103392153,-0.23881427,-0.195457628,0.145432154,-0.032250202,-0.069001874,-0.184397536,-0.313870311,0.110275734,0.101703543,-0.312055133,-0.009335098,-0.09861313,0.964294644,1,-0.323771875,0.077861297,0.081713377,0.080454989,0.073893601,-0.081088289
"Percent of adults with a bachelor's degree or higher, 2000",0.280539166,-0.084711237,0.351170977,-0.017444772,0.231238616,-0.427194319,-0.378976712,-0.415328145,-0.369572556,0.319503479,0.351268087,0.347240683,0.340945745,0.273127853,0.299768033,0.149746619,0.154007568,0.145919445,0.134674803,0.119095605,0.101164627,0.085628433,0.074536176,0.057653471,0.052833871,0.049823284,0.054534213,0.82754545,0.931054538,0.512831924,0.497722451,0.324684611,0.057270949,-0.27613599,-0.557067737,-0.609999812,-0.760733299,-0.809686057,-0.8585854,-0.710433845,-0.655347261,-0.5838349,-0.511582733,0.977449858,1,0.982646482,0.959113938,0.141946714,-0.22441906,-0.598043019,-0.664525371,0.173694506,0.184820731,0.183574832,0.18237928,0.167421859,0.15307162,-0.450779401,0.032410588,,,-0.431206428,0.02882173,-0.327401445,0.088446135,0.677999023,-0.564848552,0.052135335,,,-0.546208903,0.050502314,-0.448696722,0.099221179,0.648608636,0.665991027,-0.525427861,,-0.507707781,-0.398470652,0.043045872,,0.04058565,0.094093036,-0.415328145,0.23331897,0.237162723,0.353686879,-0.415328145,0.142190367,-0.351571517,0.186516573,0.144884789,-0.107756993,0.245695392,0.212174598,0.227281199,0.002988447,0.103688146,0.203904573,-0.022597877,-0.08892311,-0.677686771,-0.291629756,0.459486031,0.454631822,-0.197116662,-0.415328145,-0.054140639,0.099465863,0.103390092,-0.074635923,0.007656281,0.280539166,0.122764088,-0.032299728,-0.036861316
MEDHHINC_2023,0.203892791,-0.09106963,0.194667002,-0.028159003,0.302552019,-0.445564366,-0.384748961,-0.42886402,-0.500574771,0.285150869,0.323127185,0.331186192,0.33453022,0.221460761,0.25260496,0.133996777,0.147185433,0.147148792,0.14536549,0.13821964,0.126880848,0.042733475,0.043680321,0.051754066,0.064807292,0.072130908,0.085469721,0.408609832,0.526446553,0.374838188,0.427291468,0.36840043,0.166502222,-0.124468762,-0.396490054,-0.29741553,-0.478938363,-0.581093153,-0.642592465,-0.600127993,-0.547137547,-0.488236484,-0.391135097,0.603179685,0.665991027,0.708118823,0.710572798,0.308099631,0.087127089,-0.46664948,-0.556462092,0.161078722,0.182896971,0.193831592,0.197908435,0.18718701,0.174759083,-0.683195964,-0.006667064,,,-0.655155524,-0.006366216,-0.733120722,0.041511279,0.995696098,-0.788246772,0.006452936,,,-0.766518733,0.007851609,-0.805125739,0.050909086,0.995857154,1,-0.756393124,,-0.733565209,-0.781079461,0.000387546,,0.001327027,0.046428461,-0.42886402,0.238525139,0.241596028,0.322300349,-0.42886402,0.164103793,-0.284051025,0.189124407,0.144889149,-0.087973042,0.151437638,0.194998225,0.234025787,0.017815415,0.121885185,0.215003476,0.002526168,-0.113894315,-0.628483037,-0.078577043,0.292567825,0.40595676,-0.008373205,-0.42886402,-0.042122244,0.240577935,0.26539779,-0.097240315,0.003804785,0.203892791,0.051685034,-0.04919032,-0.100419885
"Percent of adults completing some college (1-3 years), 1970",0.296579247,-0.203192706,0.102153025,0.022168378,0.167215705,-0.140913569,-0.140906845,-0.151262061,-0.09293521,0.263875716,0.285842229,0.289739925,0.293251533,0.197895132,0.243440363,0.113563367,0.141340509,0.138453679,0.148537872,0.163945943,0.177138787,0.006124937,0.035097473,0.081513906,0.121193755,0.152922228,0.169052815,0.653716929,0.631692413,1,0.91275998,0.785261596,0.600273874,0.356196572,0.104957636,-0.50527035,-0.617315255,-0.651890289,-0.632143703,-0.673506364,-0.512286364,-0.377443862,-0.267173973,0.555734588,0.512831924,0.469388468,0.447205815,0.427469147,0.012766925,-0.831649977,-0.780258093,0.20460082,0.243666801,0.263052847,0.271356848,0.274793687,0.272714636,-0.310310342,0.129834841,,,-0.30763264,0.127171526,-0.221623614,0.165731301,0.389867636,-0.404681695,0.141936884,,,-0.403700481,0.140555044,-0.313140039,0.172365136,0.356971402,0.374838188,-0.371026857,,-0.370566407,-0.274972568,0.136437307,,0.134527804,0.16923335,-0.151262061,0.268816095,0.270794451,0.15270331,-0.151262061,0.217310708,-0.118792955,0.252233206,0.224503234,-0.125775656,0.229519869,0.190798662,0.254074818,-0.036531318,0.076689161,0.257483376,0.12914933,0.054731321,-0.446902463,-0.234769945,0.23494889,0.355608097,-0.194028853,-0.151262061,0.068691965,0.471818654,0.454210693,-0.048552215,0.088444694,0.296579247,0.144524751,0.09414789,-0.008057282
"Percent of adults completing some college (1-3 years), 1980",0.317393988,-0.243084217,0.129374392,0.034741217,0.160250441,-0.200356121,-0.170025782,-0.209643717,-0.147428027,0.235965691,0.26564194,0.276698217,0.288145915,0.158084743,0.209600589,0.095489181,0.130097301,0.13338087,0.149001781,0.168473976,0.187091381,0.000943269,0.028670124,0.073043625,0.112918441,0.147727737,0.166234953,0.550104832,0.575445939,0.91275998,1,0.911848649,0.749503572,0.499838066,0.205912197,-0.521527224,-0.658419239,-0.704182992,-0.686972673,-0.714837251,-0.554824385,-0.416506677,-0.286978546,0.52663458,0.497722451,0.458172943,0.446417501,0.415619682,0.038984591,-0.753335059,-0.794695647,0.177677828,0.229446552,0.259899227,0.277036287,0.287363013,0.28982326,-0.320384471,0.1393677,,,-0.3144784,0.136499255,-0.273191129,0.169886762,0.440286133,-0.422738172,0.153276273,,,-0.420541645,0.1518158,-0.369778124,0.177743783,0.41094709,0.427291468,-0.385963951,,-0.38351201,-0.329917807,0.146949128,,0.14491055,0.174028614,-0.209643717,0.272335064,0.27431763,0.193207986,-0.209643717,0.220627844,-0.108518528,0.262104337,0.228515928,-0.092814256,0.211367886,0.184159411,0.272939633,0.003564127,0.125589994,0.264093347,0.137098648,-0.0002676,-0.487355546,-0.199967687,0.208715735,0.357410623,-0.163011636,-0.209643717,0.131607838,0.461505519,0.444820966,0.012970842,0.092530285,0.317393988,0.165940867,0.066989334,-0.022520815
"Percent of adults with a bachelor's degree or higher, 2008-12",0.270278182,-0.08297881,0.337373576,-0.016228887,0.250812311,-0.460508456,-0.403633299,-0.445617378,-0.411501391,0.325027272,0.356253927,0.352311724,0.347151238,0.283872918,0.307319768,0.17021201,0.172235129,0.163563765,0.150527305,0.128339927,0.107694961,0.113547713,0.098830075,0.076179942,0.06597621,0.055004592,0.056946242,0.769301435,0.883099953,0.469388468,0.458172943,0.299252091,0.045681241,-0.296088999,-0.580666517,-0.567273503,-0.731441156,-0.804292799,-0.864738134,-0.691638655,-0.651480371,-0.606666259,-0.543407784,0.943323601,0.982646482,1,0.983366826,0.157068032,-0.190925696,-0.567908784,-0.637019106,0.184715455,0.193306791,0.19027472,0.188310903,0.168909696,0.153715448,-0.483054529,0.0309074,,,-0.460484593,0.027945274,-0.372088396,0.091002322,0.718460805,-0.602296179,0.050383869,,,-0.581281404,0.049382384,-0.495043167,0.101566609,0.692050269,0.708118823,-0.561233945,,-0.540928403,-0.444531445,0.041408448,,0.039577083,0.096539901,-0.445617378,0.235319938,0.239039067,0.37900314,-0.445617378,0.146845842,-0.368434582,0.184897024,0.149376728,-0.116608244,0.252681221,0.212872705,0.214615194,-0.008517618,0.086203738,0.205808283,-0.062080427,-0.109508896,-0.698301347,-0.260464296,0.449764478,0.460346392,-0.165722368,-0.445617378,-0.08215058,0.101420335,0.107614914,-0.101434892,0.008791352,0.270278182,0.113478191,-0.0184888,-0.049708456
"Percent of adults with a bachelor's degree or higher, 1990",0.311008024,-0.086201637,0.369967242,-0.013738563,0.21894196,-0.414696892,-0.372075979,-0.403338754,-0.34122746,0.347649167,0.373274563,0.365882456,0.357707368,0.298883514,0.327933179,0.166814953,0.173542003,0.166586181,0.156763542,0.143775522,0.128805799,0.100084393,0.092352899,0.080108701,0.079813878,0.081232852,0.087512158,0.889223252,0.972515972,0.555734588,0.52663458,0.331847158,0.052890136,-0.273139228,-0.543397165,-0.666497284,-0.778295893,-0.806304986,-0.839487242,-0.697095314,-0.607081419,-0.518783698,-0.436424006,1,0.977449858,0.943323601,0.912770349,0.124048228,-0.274730269,-0.627882907,-0.674003547,0.196469997,0.210881567,0.211357194,0.209128647,0.194447193,0.180510219,-0.380359524,0.068679236,,,-0.363268558,0.064339033,-0.243484578,0.121935797,0.620029819,-0.495567787,0.090129256,,,-0.478545921,0.087974895,-0.370413266,0.133772279,0.581573189,0.603179685,-0.454504214,,-0.438691897,-0.316786269,0.08026833,,0.07719238,0.128144659,-0.403338754,0.258074291,0.261779849,0.354500454,-0.403338754,0.16919624,-0.307264882,0.217881694,0.171397476,-0.137571972,0.278968654,0.23576955,0.261495964,-0.020888243,0.094937631,0.230827617,0.003247126,-0.051884985,-0.664681725,-0.342087021,0.489102785,0.46347567,-0.244394664,-0.403338754,-0.013376455,0.11183538,0.114303979,-0.039338206,0.020141994,0.311008024,0.135995762,-0.032527725,-0.041816404
Unemployment_rate_2023,0.108934159,-0.090131458,-0.032124358,0.074016546,0.007595214,0.061497914,0.065390455,0.044277574,0.034779593,0.084651332,0.070264737,0.072596406,0.071096259,0.110909046,0.095539995,0.154317382,0.14743132,0.151132376,0.157385033,0.163629671,0.171897687,0.198577403,0.197252775,0.199308544,0.203226424,0.213896071,0.21253451,-0.205620513,-0.275523595,-0.118792955,-0.108518528,-0.110899887,-0.096248479,0.007870814,0.108620486,-0.006465575,0.079299116,0.147330281,0.206129029,0.367031639,0.451560083,0.488597701,0.491588193,-0.307264882,-0.351571517,-0.368434582,-0.36044669,-0.103243141,-0.058266807,0.184200148,0.25172597,0.128353996,0.128441038,0.130305736,0.133050462,0.141786549,0.14572395,0.514242585,0.257720082,,,0.512714904,0.260073946,0.461261741,0.222581571,-0.267750684,0.470505183,0.257139411,,,0.4628202,0.259042282,0.443675703,0.224515146,-0.297661834,-0.284051025,0.497028183,,0.492266828,0.456411081,0.257589541,,0.259740667,0.223642461,0.044277574,0.115772997,0.110058479,-0.061772764,0.044277574,0.23694668,1,0.15186673,0.152193324,-0.165751096,0.139906476,0.040701726,0.121261516,-0.196397666,-0.144401181,0.140311742,0.00542901,0.060061714,0.193493112,-0.141955287,-0.084601608,-0.112270241,-0.177036304,0.044277574,0.195634331,0.12431018,0.184765596,0.153870754,0.07965755,0.108934159,0.095623075,-0.1923437,0.012486066
"Percent of adults who are not high school graduates, 2019-23",0.119660565,0.010259863,-0.101232885,0.076222006,0.058964888,0.117179066,0.114680876,0.126127189,0.083422159,0.095602826,0.076921539,0.080634085,0.081999499,0.106112613,0.099503304,0.135893261,0.13549187,0.148952902,0.163349746,0.19368056,0.215547453,0.191670212,0.214272366,0.244411505,0.270756588,0.296515358,0.303076323,-0.339655788,-0.400990251,-0.267173973,-0.286978546,-0.346597222,-0.376272614,-0.23748258,-0.069513725,-0.131355968,0.048695772,0.208671902,0.33686864,0.725732479,0.875683483,0.943034798,1,-0.436424006,-0.511582733,-0.543407784,-0.558983466,-0.448087365,-0.383007925,0.482511358,0.588250496,0.139833812,0.143533881,0.146465355,0.146844657,0.160081011,0.168895677,0.637392461,0.327203226,,,0.64238142,0.328138018,0.544853319,0.277307815,-0.376975305,0.624680847,0.328438888,,,0.624818285,0.329021108,0.562852424,0.279370361,-0.4017559,-0.391135097,0.640508325,,0.643617546,0.560716563,0.328099362,,0.32890095,0.278448877,0.126127189,0.157155787,0.153854123,-0.134042438,0.126127189,0.224373285,0.491588193,0.211699963,0.173857541,-0.232129708,0.139601641,0.180463397,0.240188635,-0.188131541,-0.083132079,0.178854563,0.022471577,0.374198299,0.182152573,-0.094991027,0.068458091,0.051798796,-0.085468999,0.126127189,0.435934759,-0.037278417,-0.019011936,0.418248159,0.140982417,0.119660565,0.062991611,-0.074318819,0.049242857
1901-2000 Mean,0.408670984,-0.219674132,0.23175425,0.007929183,0.091117209,-0.192885478,-0.150802321,-0.154272219,-0.140483314,0.139250882,0.159412955,0.180177561,0.205691043,0.067897091,0.113818902,0.042210658,0.093052137,0.130767249,0.167410452,0.215412409,0.247071489,0.059313851,0.116793204,0.1677303,0.202888055,0.232810189,0.244603132,-0.043392101,-0.041586569,-0.048552215,0.012970842,-0.033004839,-0.100239358,-0.105671076,-0.096506886,-0.391752459,-0.262039886,-0.140688785,-0.062123964,0.330521751,0.399216727,0.438015257,0.418248159,-0.039338206,-0.074635923,-0.101434892,-0.082952262,-0.491225446,-0.494997755,0.308870027,0.29954749,0.099352912,0.151406527,0.184262737,0.211676025,0.238805909,0.260906873,0.33980087,0.247540786,,,0.352988826,0.244246403,0.301694025,0.249785194,-0.077425824,0.320571324,0.269456493,,,0.334810779,0.268372951,0.273444335,0.261501761,-0.115944567,-0.097240315,0.334117451,,0.348439513,0.289188984,0.259498534,,0.25751049,0.255958686,-0.154272219,0.237284227,0.238092734,0.075936192,-0.154272219,0.212407542,0.153870754,0.25603082,0.25111767,-0.016200278,0.196846189,0.272105453,0.214677774,0.169337796,0.266834781,0.248897335,0.043650266,0.106194519,0.007607119,0.156632944,0.175002428,0.047846685,0.21579007,-0.154272219,0.971377651,-0.367105429,-0.323771875,1,0.116954068,0.408670984,0.11402715,-0.168463795,0.109410385
"Percent of adults with a bachelor's degree or higher, 2019-23",0.28611846,-0.086384296,0.352446847,-0.011933813,0.248323161,-0.481252721,-0.421426082,-0.467529286,-0.434717673,0.333806231,0.365626719,0.362419294,0.364755128,0.293730396,0.316804112,0.190783878,0.194659426,0.18808383,0.174992792,0.150776723,0.128630173,0.141733383,0.125364285,0.097992926,0.083683788,0.069096936,0.068340905,0.739014254,0.848509747,0.447205815,0.446417501,0.2962373,0.053203606,-0.283256412,-0.590163107,-0.547047203,-0.714087848,-0.792414301,-0.877008418,-0.674836147,-0.641536091,-0.601506315,-0.558983466,0.912770349,0.959113938,0.983366826,1,0.156457459,-0.17995112,-0.547699746,-0.616627965,0.197125707,0.207403038,0.205933917,0.205161409,0.185182135,0.170075214,-0.478544312,0.045622666,,,-0.453760974,0.042531912,-0.381140734,0.107804118,0.722887576,-0.603357665,0.066999808,,,-0.579879356,0.06600206,-0.508840721,0.119422626,0.692545759,0.710572798,-0.559971594,,-0.537302676,-0.45634617,0.057157059,,0.0552776,0.113896263,-0.467529286,0.251441854,0.255236701,0.39600463,-0.467529286,0.160815935,-0.36044669,0.201956059,0.169603824,-0.126397374,0.269777536,0.22842803,0.22214201,-0.01082171,0.08707568,0.22236394,-0.091226161,-0.126247678,-0.691927657,-0.245675743,0.456908291,0.447506526,-0.14759513,-0.467529286,-0.066346948,0.086226879,0.09945483,-0.082952262,0.01382937,0.28611846,0.123699701,-0.039837166,-0.052911659
CI90LB017P_2023,0.196935565,-0.017903231,0.074701039,0.141594188,-0.003980265,0.110453149,0.124713242,0.12079624,0.154534202,0.065990783,0.038815737,0.031782391,0.029402804,0.113872114,0.091378188,0.181780109,0.17827476,0.187057886,0.191253482,0.191535562,0.194869362,0.285431323,0.278824479,0.252629323,0.230881168,0.223218553,0.2077084,-0.280771365,-0.352261593,-0.310310342,-0.320384471,-0.33997009,-0.308345648,-0.139346693,0.032575845,-0.049155063,0.136928588,0.27327804,0.361110781,0.611326732,0.670708695,0.671802415,0.637392461,-0.380359524,-0.450779401,-0.483054529,-0.478544312,-0.366661388,-0.291180299,0.42386861,0.518872826,0.125239809,0.122086859,0.120058004,0.120653345,0.12584484,0.130611314,1,0.352450438,,,0.989901189,0.349167349,0.881327187,0.294172338,-0.652433009,0.933449818,0.357446731,,,0.925568452,0.354962779,0.839459698,0.297096781,-0.707663702,-0.683195964,0.977453687,,0.969565171,0.867454228,0.355387858,,0.352608498,0.295767381,0.12079624,0.100103758,0.096962853,-0.123313073,0.12079624,0.165576789,0.514242585,0.163824785,0.176472318,-0.19124565,0.162408038,0.10367461,0.107660017,-0.186673989,-0.140963074,0.125340513,-0.048090674,0.307210495,0.355916906,-0.196571572,0.019021322,-0.108896792,-0.209492592,0.12079624,0.309048145,-0.207043929,-0.190989719,0.33980087,0.146649865,0.196935565,0.183149763,-0.130779672,0.080851896
counts_of_outage,0.411932826,-0.066415788,1,-0.140231857,0.047581595,-0.519939721,-0.45121527,-0.508302964,-0.326557877,0.146503511,0.168771638,0.175769214,0.183445829,0.126771735,0.135048416,0.128710213,0.152367175,0.18025721,0.193226569,0.180258904,0.169279194,0.119181349,0.107859581,0.061059562,0.033747241,0.028533421,0.027262267,0.2660997,0.314173049,0.102153025,0.129374392,0.110096864,-0.017670505,-0.151870243,-0.295493264,-0.276501154,-0.286101565,-0.296799947,-0.310335577,-0.227733347,-0.188591662,-0.131945809,-0.101232885,0.369967242,0.351170977,0.337373576,0.352446847,0.043762018,-0.099125381,-0.17225632,-0.195789819,0.070315674,0.085394868,0.112431141,0.139146065,0.150510147,0.158196572,0.074701039,0.081499478,,,0.076750256,0.07342106,0.039536225,0.098703386,0.245412402,-0.090898107,0.118808025,,,-0.088672213,0.114237044,-0.117514332,0.120425672,0.143274322,0.194667002,-0.021315872,,-0.020323847,-0.04736981,0.101626427,,0.095580314,0.110067892,-0.508302964,0.160904702,0.163181574,0.449816221,-0.508302964,0.106276023,-0.032124358,0.163762292,0.175912222,0.052359055,0.190647694,0.045621664,0.109056863,0.103189812,0.152803308,0.159489559,0.02995703,0.149744516,-0.326544399,-0.15395412,0.232842192,0.316657226,-0.105700235,-0.508302964,0.197095948,-0.195104989,-0.161965484,0.23175425,-0.163293554,0.411932826,0.008821105,-0.155940172,-0.021864845
CI90LBINC_2023,0.262713813,-0.102340839,0.245412402,-0.017235734,0.321278305,-0.486516669,-0.42087122,-0.468564173,-0.528843928,0.330210026,0.369467537,0.377661285,0.381445987,0.263039541,0.296933703,0.176915317,0.195265201,0.198315824,0.198134731,0.190339743,0.178264501,0.084803096,0.087320617,0.092859206,0.103966482,0.111121974,0.1237968,0.425682236,0.541825177,0.389867636,0.440286133,0.37538106,0.164077141,-0.13549819,-0.414662853,-0.321615595,-0.500209995,-0.598175267,-0.658989944,-0.603670358,-0.541949695,-0.477204476,-0.376975305,0.620029819,0.677999023,0.718460805,0.722887576,0.312614737,0.077596092,-0.48124433,-0.566073424,0.199422124,0.225790365,0.240207997,0.246667565,0.236695574,0.224384194,-0.652433009,0.038177408,,,-0.624648526,0.037623332,-0.707066692,0.087841188,1,-0.77783001,0.054828504,,,-0.756571421,0.055774975,-0.797145967,0.099279255,0.983143703,0.995696098,-0.737095235,,-0.714771336,-0.764812468,0.047163651,,0.047484859,0.093834499,-0.468564173,0.287079349,0.290315151,0.356697416,-0.468564173,0.207555542,-0.267750684,0.239306695,0.197102021,-0.115188821,0.199073978,0.233333628,0.270442451,0.007848641,0.128008455,0.264102056,0.005273696,-0.094662971,-0.644034517,-0.104380234,0.318682781,0.42696911,-0.029630885,-0.468564173,-0.020572093,0.242325316,0.269818915,-0.077425824,0.022750724,0.262713813,0.080081204,-0.063643778,-0.099753496
CI90LB517P_2023,0.203730017,-0.015012734,0.076750256,0.154576098,0.008900996,0.093751957,0.109046874,0.105139683,0.131673459,0.082144001,0.055495411,0.048766513,0.04718771,0.128604151,0.106719647,0.196321132,0.192232155,0.200202383,0.203254948,0.203023008,0.205983416,0.299317468,0.29249956,0.266175758,0.244274663,0.23567194,0.220033713,-0.26799037,-0.338323541,-0.30763264,-0.3144784,-0.339372064,-0.318545862,-0.16317607,0.003882149,-0.070567531,0.11137721,0.251981755,0.337309239,0.609582457,0.675116181,0.676480696,0.64238142,-0.363268558,-0.431206428,-0.460484593,-0.453760974,-0.374222092,-0.30676386,0.421691782,0.516515777,0.138601306,0.136104952,0.133703639,0.133437644,0.137361838,0.141660123,0.989901189,0.36339882,,,1,0.362831591,0.86828292,0.306336009,-0.624648526,0.92157228,0.368922528,,,0.926816843,0.368498867,0.826286063,0.309601898,-0.679606706,-0.655155524,0.966139924,,0.974566445,0.854198124,0.366627759,,0.366215204,0.308112164,0.105139683,0.114220085,0.111087531,-0.113029637,0.105139683,0.179074063,0.512714904,0.177776394,0.186740739,-0.205563689,0.178545112,0.116621318,0.125707308,-0.197000288,-0.143444147,0.139327383,-0.058370678,0.311855296,0.327663446,-0.20409506,0.042636001,-0.08588975,-0.211407874,0.105139683,0.32355601,-0.205249637,-0.187564431,0.352988826,0.158021497,0.203730017,0.193824998,-0.133279705,0.068762628
